work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary
2022,Intermediate,Full-time,Machine Learning Engineer,90000,United States,On-Site,United States,MEDIUM,Machine Learning,97443
2022,Intermediate,Full-time,Data Scientist,120000,United States,Full-Remote,United States,MEDIUM,Data Science,129924
2022,Intermediate,Full-time,Data Scientist,100000,United States,Full-Remote,United States,MEDIUM,Data Science,108270
2022,Intermediate,Full-time,Data Scientist,85000,United States,Full-Remote,United States,MEDIUM,Data Science,92029
2022,Intermediate,Full-time,Data Scientist,78000,United States,Full-Remote,United States,MEDIUM,Data Science,84450
2022,Senior,Full-time,Data Engineer,161000,United States,Full-Remote,United States,MEDIUM,Data Engineering,174314
2022,Senior,Full-time,Data Engineer,110000,United States,Full-Remote,United States,MEDIUM,Data Engineering,119097
2022,Senior,Full-time,Data Scientist,136000,United States,Full-Remote,United States,MEDIUM,Data Science,147247
2022,Senior,Full-time,Data Scientist,104000,United States,Full-Remote,United States,MEDIUM,Data Science,112600
2022,Senior,Full-time,Data Scientist,47280,Spain,On-Site,Spain,MEDIUM,Data Science,51190
2022,Senior,Full-time,Data Scientist,37824,Spain,On-Site,Spain,MEDIUM,Data Science,40952
2022,Executive,Full-time,Head of Data,205000,United States,On-Site,United States,MEDIUM,Other,221953
2022,Executive,Full-time,Head of Data,160000,United States,On-Site,United States,MEDIUM,Other,173232
2022,Senior,Full-time,Data Analyst,169000,United States,On-Site,United States,MEDIUM,Data Analyst,182976
2022,Senior,Full-time,Data Analyst,110600,United States,On-Site,United States,MEDIUM,Data Analyst,119746
2022,Entry,Full-time,Data Engineer,61566,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,66657
2022,Entry,Full-time,Data Engineer,49253,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,53326
2022,Senior,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,173232
2022,Senior,Full-time,Data Engineer,130000,United States,On-Site,United States,MEDIUM,Data Engineering,140751
2022,Senior,Full-time,Data Scientist,245000,United States,On-Site,United States,MEDIUM,Data Science,265261
2022,Senior,Full-time,Data Scientist,180000,United States,On-Site,United States,MEDIUM,Data Science,194886
2022,Senior,Full-time,Data Engineer,135000,United States,On-Site,United States,MEDIUM,Data Engineering,146164
2022,Senior,Full-time,Data Engineer,100000,United States,On-Site,United States,MEDIUM,Data Engineering,108270
2022,Senior,Full-time,Data Engineer,220000,United States,On-Site,United States,MEDIUM,Data Engineering,238194
2022,Senior,Full-time,Data Engineer,150000,United States,On-Site,United States,MEDIUM,Data Engineering,162405
2022,Senior,Full-time,Data Scientist,198440,United States,On-Site,United States,LARGE,Data Science,214850
2022,Senior,Full-time,Data Scientist,144000,United States,On-Site,United States,LARGE,Data Science,155908
2022,Senior,Full-time,Data Engineer,240000,United States,On-Site,United States,MEDIUM,Data Engineering,259848
2022,Senior,Full-time,Data Engineer,170000,United States,On-Site,United States,MEDIUM,Data Engineering,184059
2022,Senior,Full-time,Data Scientist,198440,United States,On-Site,United States,MEDIUM,Data Science,214850
2022,Senior,Full-time,Data Scientist,144000,United States,On-Site,United States,MEDIUM,Data Science,155908
2022,Intermediate,Full-time,Data Analyst,150000,United States,Full-Remote,United States,MEDIUM,Data Analyst,162405
2022,Intermediate,Full-time,Data Analyst,100000,United States,Full-Remote,United States,MEDIUM,Data Analyst,108270
2022,Senior,Full-time,Data Analyst,120000,United States,On-Site,United States,MEDIUM,Data Analyst,129924
2022,Senior,Full-time,Data Analyst,95000,United States,On-Site,United States,MEDIUM,Data Analyst,102856
2022,Intermediate,Full-time,Data Scientist,57872,United Kingdom,Half-Remote,United Kingdom,MEDIUM,Data Science,62658
2022,Entry,Full-time,Data Analyst,64000,United States,Full-Remote,United States,LARGE,Data Analyst,69292
2022,Entry,Full-time,Data Scientist,39925,France,Half-Remote,France,LARGE,Data Science,43226
2022,Senior,Full-time,Machine Learning Engineer,187200,Canada,Full-Remote,Canada,MEDIUM,Machine Learning,202681
2022,Senior,Full-time,Machine Learning Engineer,116100,Canada,Full-Remote,Canada,MEDIUM,Machine Learning,125701
2022,Senior,Full-time,Data Analyst,150000,United States,On-Site,United States,MEDIUM,Data Analyst,162405
2022,Senior,Full-time,Data Analyst,127000,United States,On-Site,United States,MEDIUM,Data Analyst,137502
2022,Senior,Full-time,Data Engineer,275000,United States,Full-Remote,United States,MEDIUM,Data Engineering,297742
2022,Senior,Full-time,Data Engineer,166000,United States,Full-Remote,United States,MEDIUM,Data Engineering,179728
2022,Senior,Full-time,Data Scientist,159699,United States,On-Site,United States,MEDIUM,Data Science,172906
2022,Senior,Full-time,Data Scientist,138938,United States,On-Site,United States,MEDIUM,Data Science,150428
2022,Entry,Full-time,BI Analyst,76000,United States,Half-Remote,United States,LARGE,Data Analyst,82285
2022,Senior,Full-time,Data Analyst,166700,United States,On-Site,United States,MEDIUM,Data Analyst,180486
2022,Senior,Full-time,Data Analyst,119000,United States,On-Site,United States,MEDIUM,Data Analyst,128841
2022,Senior,Full-time,Data Analyst,130000,United States,On-Site,United States,MEDIUM,Data Analyst,140751
2022,Senior,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,108270
2022,Senior,Full-time,Analytics Engineer,103432,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,111985
2022,Senior,Full-time,Analytics Engineer,92350,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,99987
2022,Senior,Full-time,Data Analyst,80000,United States,On-Site,United States,MEDIUM,Data Analyst,86616
2022,Senior,Full-time,Data Analyst,52500,United States,On-Site,United States,MEDIUM,Data Analyst,56841
2022,Senior,Full-time,Data Engineer,236000,United States,Full-Remote,United States,MEDIUM,Data Engineering,255517
2022,Senior,Full-time,Data Engineer,182000,United States,Full-Remote,United States,MEDIUM,Data Engineering,197051
2022,Senior,Full-time,Data Scientist,180000,United States,Full-Remote,United States,MEDIUM,Data Science,194886
2022,Senior,Full-time,Data Scientist,140000,United States,Full-Remote,United States,MEDIUM,Data Science,151578
2022,Senior,Full-time,Data Scientist,225000,United States,On-Site,United States,MEDIUM,Data Science,243607
2022,Senior,Full-time,Data Scientist,156400,United States,On-Site,United States,MEDIUM,Data Science,169334
2022,Senior,Full-time,Data Analyst,135000,United States,Full-Remote,United States,MEDIUM,Data Analyst,146164
2022,Senior,Full-time,Data Analyst,100000,United States,Full-Remote,United States,MEDIUM,Data Analyst,108270
2022,Senior,Full-time,Machine Learning Engineer,204500,United States,On-Site,United States,MEDIUM,Machine Learning,221412
2022,Senior,Full-time,Machine Learning Engineer,142200,United States,On-Site,United States,MEDIUM,Machine Learning,153959
2022,Intermediate,Full-time,Research Engineer,240000,United States,Full-Remote,United States,MEDIUM,Other,259848
2022,Entry,Part-time,Data Analyst,125404,China,Half-Remote,United States,SMALL,Data Analyst,135774
2022,Senior,Full-time,Data Engineer,300000,United States,On-Site,United States,MEDIUM,Data Engineering,324810
2022,Senior,Full-time,Data Engineer,130000,United States,On-Site,United States,MEDIUM,Data Engineering,140751
2022,Senior,Full-time,Data Engineer,195000,United States,Full-Remote,United States,MEDIUM,Data Engineering,211126
2022,Senior,Full-time,Data Engineer,175000,United States,Full-Remote,United States,MEDIUM,Data Engineering,189472
2022,Senior,Full-time,Data Engineer,155000,United States,On-Site,United States,MEDIUM,Data Engineering,167818
2022,Senior,Full-time,Data Engineer,110000,United States,On-Site,United States,MEDIUM,Data Engineering,119097
2022,Senior,Full-time,Data Operations Analyst,123000,United States,On-Site,United States,MEDIUM,Data Analyst,133172
2022,Senior,Full-time,Data Operations Analyst,92250,United States,On-Site,United States,MEDIUM,Data Analyst,99879
2022,Senior,Full-time,Data Engineer,170000,United States,On-Site,United States,MEDIUM,Data Engineering,184059
2022,Senior,Full-time,Data Engineer,150000,United States,On-Site,United States,MEDIUM,Data Engineering,162405
2022,Intermediate,Full-time,ML Engineer,180000,United States,Full-Remote,United States,MEDIUM,Machine Learning,194886
2022,Intermediate,Full-time,ML Engineer,100000,United States,Full-Remote,United States,MEDIUM,Machine Learning,108270
2022,Senior,Full-time,Data Engineer,97000,United States,Full-Remote,United States,MEDIUM,Data Engineering,105021
2022,Senior,Full-time,Data Engineer,90000,United States,Full-Remote,United States,MEDIUM,Data Engineering,97443
2022,Senior,Full-time,Data Engineer,200000,United States,On-Site,United States,MEDIUM,Data Engineering,216540
2022,Senior,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,173232
2022,Senior,Full-time,Machine Learning Engineer,210000,United States,Full-Remote,United States,MEDIUM,Machine Learning,227367
2022,Senior,Full-time,Machine Learning Engineer,180000,United States,Full-Remote,United States,MEDIUM,Machine Learning,194886
2022,Senior,Full-time,Data Engineer,260000,United States,On-Site,United States,MEDIUM,Data Engineering,281502
2022,Senior,Full-time,Data Engineer,180000,United States,On-Site,United States,MEDIUM,Data Engineering,194886
2022,Executive,Full-time,Analytics Engineer,210000,United States,Full-Remote,United States,MEDIUM,Data Engineering,227367
2022,Executive,Full-time,Analytics Engineer,157000,United States,Full-Remote,United States,MEDIUM,Data Engineering,169983
2022,Entry,Full-time,Data Scientist,180000,United States,Full-Remote,United States,MEDIUM,Data Science,194886
2022,Entry,Full-time,Data Scientist,100000,United States,Full-Remote,United States,MEDIUM,Data Science,108270
2022,Intermediate,Full-time,Data Analyst,80000,United States,On-Site,United States,MEDIUM,Data Analyst,86616
2022,Intermediate,Full-time,Data Analyst,52500,United States,On-Site,United States,MEDIUM,Data Analyst,56841
2022,Senior,Full-time,Data Architect,128000,United States,On-Site,United States,MEDIUM,Data Architecture,138585
2022,Senior,Full-time,Data Architect,81500,United States,On-Site,United States,MEDIUM,Data Architecture,88240
2022,Senior,Full-time,Data Operations Engineer,105000,United States,On-Site,United States,MEDIUM,Data Engineering,113683
2022,Senior,Full-time,Data Operations Engineer,70000,United States,On-Site,United States,MEDIUM,Data Engineering,75789
2022,Senior,Full-time,Data Scientist,175000,United States,On-Site,United States,MEDIUM,Data Science,189472
2022,Senior,Full-time,Data Scientist,122500,United States,On-Site,United States,MEDIUM,Data Science,132630
2022,Senior,Full-time,Data Engineer,171000,United States,On-Site,United States,MEDIUM,Data Engineering,185141
2022,Senior,Full-time,Data Engineer,117000,United States,On-Site,United States,MEDIUM,Data Engineering,126675
2022,Senior,Full-time,Data Scientist,202800,United States,On-Site,United States,LARGE,Data Science,219571
2022,Senior,Full-time,Data Scientist,104300,United States,On-Site,United States,LARGE,Data Science,112925
2022,Senior,Full-time,Data Analyst,50432,Spain,On-Site,Spain,MEDIUM,Data Analyst,54602
2022,Senior,Full-time,Data Analyst,36773,Spain,On-Site,Spain,MEDIUM,Data Analyst,39814
2022,Senior,Full-time,Data Engineer,197000,United States,On-Site,United States,MEDIUM,Data Engineering,213291
2022,Senior,Full-time,Data Engineer,99000,United States,On-Site,United States,MEDIUM,Data Engineering,107187
2022,Senior,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,173232
2022,Senior,Full-time,Data Engineer,110000,United States,On-Site,United States,MEDIUM,Data Engineering,119097
2022,Senior,Full-time,Data Scientist,185900,United States,On-Site,United States,MEDIUM,Data Science,201273
2022,Senior,Full-time,Data Scientist,129300,United States,On-Site,United States,MEDIUM,Data Science,139993
2022,Intermediate,Full-time,Data Scientist,30000,Mexico,Full-Remote,Mexico,LARGE,Data Science,32481
2022,Intermediate,Full-time,Analytics Engineer,78000,Brazil,Full-Remote,Brazil,MEDIUM,Data Engineering,84450
2022,Intermediate,Full-time,Analytics Engineer,48000,Brazil,Full-Remote,Brazil,MEDIUM,Data Engineering,51969
2022,Senior,Full-time,Data Engineer,170000,United States,On-Site,United States,MEDIUM,Data Engineering,184059
2022,Senior,Full-time,Data Engineer,130000,United States,On-Site,United States,MEDIUM,Data Engineering,140751
2022,Senior,Full-time,Data Analyst,150000,United States,On-Site,United States,MEDIUM,Data Analyst,162405
2022,Senior,Full-time,Data Analyst,95000,United States,On-Site,United States,MEDIUM,Data Analyst,102856
2022,Intermediate,Full-time,Data Engineer,78000,Brazil,Full-Remote,Brazil,MEDIUM,Data Engineering,84450
2022,Intermediate,Full-time,Data Engineer,42000,Brazil,Full-Remote,Brazil,MEDIUM,Data Engineering,45473
2022,Senior,Full-time,Data Architect,345600,United States,On-Site,United States,MEDIUM,Data Architecture,374181
2022,Senior,Full-time,Data Architect,230400,United States,On-Site,United States,MEDIUM,Data Architecture,249454
2022,Senior,Full-time,Data Engineer,145000,United States,On-Site,United States,MEDIUM,Data Engineering,156991
2022,Senior,Full-time,Data Engineer,115000,United States,On-Site,United States,MEDIUM,Data Engineering,124510
2022,Intermediate,Full-time,BI Analyst,78000,Brazil,Full-Remote,Brazil,MEDIUM,Data Analyst,84450
2022,Intermediate,Full-time,BI Analyst,48000,Brazil,Full-Remote,Brazil,MEDIUM,Data Analyst,51969
2022,Senior,Full-time,Data Analyst,175950,United States,Full-Remote,United States,MEDIUM,Data Analyst,190501
2022,Senior,Full-time,Data Analyst,130050,United States,Full-Remote,United States,MEDIUM,Data Analyst,140805
2022,Senior,Full-time,Data Engineer,205600,United States,On-Site,United States,LARGE,Data Engineering,222603
2022,Senior,Full-time,Data Engineer,105700,United States,On-Site,United States,LARGE,Data Engineering,114441
2022,Senior,Full-time,Data Analyst,236600,United States,Full-Remote,United States,MEDIUM,Data Analyst,256166
2022,Senior,Full-time,Data Analyst,89200,United States,Full-Remote,United States,MEDIUM,Data Analyst,96576
2022,Intermediate,Full-time,Data Scientist,84000,Brazil,Full-Remote,Brazil,MEDIUM,Data Science,90946
2022,Intermediate,Full-time,Data Scientist,54000,Brazil,Full-Remote,Brazil,MEDIUM,Data Science,58465
2022,Entry,Full-time,Data Scientist,80000,United States,Full-Remote,United States,LARGE,Data Science,86616
2022,Senior,Full-time,Marketing Data Analyst,200000,United Kingdom,Full-Remote,United Kingdom,SMALL,Data Analyst,216540
2022,Entry,Full-time,Data Scientist,73742,Canada,Full-Remote,Canada,LARGE,Data Science,79840
2022,Senior,Full-time,Data Science Lead,165000,United States,Half-Remote,United States,SMALL,Management,178645
